TYPE,AREA,PRICE,PURPOSE,LOCATION,BUILD IN YEAR,BEDROOMS,BATHROOMS,PARKING SPACES
Flat,1957.4999999999998,82500000.0,for sale,"Karakoram Diplomatic Enclave, Islamabad, Islamabad Capital",2024,2,2,1
House,1507.5,57500000.0,for sale,"G-9/4, G-9, Islamabad, Islamabad Capital",2000,4,4,2
House,2250.0,78000000.0,for sale,"G-13, Islamabad, Islamabad Capital",2024,6,6,3
House,3150.0,36500000.0,for sale,"DHA Defence Phase 3, DHA Defence, Islamabad, Islamabad Capital",2024,5,5,3
House,4500.0,148000000.0,for sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2025,9,7,4
House,9000.0,1800000.0,for rent,"F-7/2, F-7, Islamabad, Islamabad Capital",2024,6,6,2
House,13500.0,150000000.0,for sale,"Bahria Enclave - Sector C, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2024,6,6,2
House,9000.0,3600000.0,for rent,"F-6, Islamabad, Islamabad Capital",2024,11,7,2
Flat,2250.0,700000.0,for rent,"The Centaurus, F-8, Islamabad, Islamabad Capital",2024,3,2,2
House,4950.0,530000.0,for rent,"F-7, Islamabad, Islamabad Capital",2024,4,5,4
Flat,945.0,8800000.0,for sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2025,1,1,1
Farm House,22500.0,1500000.0,for rent,"Gulberg Greens, Gulberg, Islamabad, Islamabad Capital",2024,6,6,1
Flat,810.0,4500000.0,for sale,"F-17, Islamabad, Islamabad Capital",2019,2,2,1
Flat,1597.5,65000.0,for rent,"Bahria Enclave - Sector I, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2024,3,3,1
Lower Portion,4500.0,60000.0,for rent,"DHA Defence Phase 1, DHA Defence, Islamabad, Islamabad Capital",2024,2,2,1
Upper Portion,5850.0,190000.0,for rent,"F-11, Islamabad, Islamabad Capital",2023,4,4,4
House,4500.0,950000.0,for rent,"F-6, Islamabad, Islamabad Capital",2024,5,5,2
Flat,1417.5,47000.0,for rent,"El Cielo, GT Road, Islamabad, Islamabad Capital",2021,3,3,2
House,1575.0,35000000.0,for sale,"G-15/2, G-15, Islamabad, Islamabad Capital",2024,4,4,2
Upper Portion,4500.0,90000.0,for rent,"DHA Phase 2 - Sector E, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,4,4,1
House,9000.0,1050000.0,for rent,"Bahria Enclave - Sector C, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2023,10,7,4
House,2250.0,44000000.0,for sale,"Top City 1, Islamabad, Islamabad Capital",2024,5,5,2
Lower Portion,2250.0,60000.0,for rent,"MPCHS - Block B, MPCHS - Multi Gardens, B-17, Islamabad, Islamabad Capital",2024,3,4,2
House,2700.0,38000000.0,for sale,"Bani Gala, Islamabad, Islamabad Capital",2010,4,6,2
House,4500.0,120000.0,for rent,"Top City 1 - Block A, Top City 1, Islamabad, Islamabad Capital",2023,3,3,1
House,2025.0,45500000.0,for sale,"Bahria Enclave - Sector C2, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2024,5,6,2
House,2700.0,57000000.0,for sale,"G-15, Islamabad, Islamabad Capital",2022,6,6,4
Upper Portion,4500.0,80000.0,for rent,"MPCHS - Block C, MPCHS - Multi Gardens, B-17, Islamabad, Islamabad Capital",2023,4,5,1
House,1125.0,22500000.0,for sale,"Bahria Enclave - Sector B1, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2024,3,5,1
House,2250.0,53000000.0,for sale,"Bahria Enclave - Sector C1, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2025,5,5,1
Flat,900.0,30000.0,for rent,"B-17, Islamabad, Islamabad Capital",2024,2,2,1
Flat,1440.0,19500000.0,for sale,"Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2024,2,2,1
Flat,1710.0,80000.0,for rent,"E-11/4, E-11, Islamabad, Islamabad Capital",2000,3,3,1
House,4500.0,155000000.0,for sale,"DHA Phase 2 - Sector F, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2025,5,6,3
House,4950.0,220000000.0,for sale,"F-10, Islamabad, Islamabad Capital",2024,6,5,2
House,2250.0,43800000.0,for sale,"Top City 1 - Block A, Top City 1, Islamabad, Islamabad Capital",2024,4,6,2
Flat,1147.5,37000.0,for rent,"G-15, Islamabad, Islamabad Capital",2024,3,3,1
House,15300.0,2800000.0,for rent,"F-8, Islamabad, Islamabad Capital",2018,7,6,4
Flat,855.0,15000000.0,for sale,"E-11, Islamabad, Islamabad Capital",2024,2,2,1
Upper Portion,2250.0,65000.0,for rent,"Bahria Enclave - Sector C1, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2019,3,3,1
Flat,1732.5,100000000.0,for sale,"Elysium Mall, Blue Area, Islamabad, Islamabad Capital",2020,2,2,1
House,3195.0,135000000.0,for sale,"G-9/3, G-9, Islamabad, Islamabad Capital",2013,6,6,2
Upper Portion,5850.0,200000.0,for rent,"F-11, Islamabad, Islamabad Capital",2020,3,3,1
Flat,517.5,11000000.0,for sale,"Smama Star Mall & Residency, Gulberg Greens, Gulberg, Islamabad, Islamabad Capital",2021,1,1,1
House,16200.0,1260000.0,for rent,"E-7, Islamabad, Islamabad Capital",2016,6,6,6
House,4500.0,1200000.0,for rent,"F-8, Islamabad, Islamabad Capital",2010,10,6,3
House,1125.0,21500000.0,for sale,"Ghauri Town Phase 4A, Ghauri Town, Islamabad, Islamabad Capital",2024,4,6,2
Flat,1237.5,16500000.0,for sale,"Zarkon Heights, G-15, Islamabad, Islamabad Capital",2023,2,2,1
Upper Portion,1350.0,75000.0,for rent,"G-10/4, G-10, Islamabad, Islamabad Capital",2014,2,2,1
House,990.0000000000001,25000000.0,for sale,"I-10, Islamabad, Islamabad Capital",2024,4,4,2
Flat,562.5,5500000.0,for sale,"Gulberg Residencia, Gulberg, Islamabad, Islamabad Capital",2024,1,1,1
House,1125.0,11500000.0,for sale,"Bani Gala, Islamabad, Islamabad Capital",2024,2,2,1
House,4500.0,129000000.0,for sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,6,7,3
House,9000.0,700000.0,for rent,"F-6, Islamabad, Islamabad Capital",2024,5,6,7
House,10800.0,850000.0,for rent,"E-7, Islamabad, Islamabad Capital",2024,3,4,2
House,675.0,12000000.0,for sale,"Paradise Villa Apartments, D-17, Islamabad, Islamabad Capital",2023,4,4,1
House,4500.0,127500000.0,for sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,5,6,2
Lower Portion,1507.5,68000.0,for rent,"G-10, Islamabad, Islamabad Capital",2024,2,2,1
House,3195.0,90000000.0,for sale,"G-9/1, G-9, Islamabad, Islamabad Capital",2024,5,6,2
Flat,3195.0,400000.0,for rent,"F-11, Islamabad, Islamabad Capital",2008,4,4,2
Lower Portion,1125.0,35000.0,for rent,"Pakistan Town - Phase 2, Pakistan Town, Islamabad, Islamabad Capital",2024,2,2,1
House,5850.0,295000000.0,for sale,"F-8/4, F-8, Islamabad, Islamabad Capital",2024,6,5,2
Upper Portion,4500.0,200000.0,for rent,"E-11, Islamabad, Islamabad Capital",2017,3,3,2
Lower Portion,2250.0,38000.0,for rent,"E-16/2, E-16, Islamabad, Islamabad Capital",2024,3,3,1
House,1125.0,22000000.0,for sale,"B-17, Islamabad, Islamabad Capital",2024,4,4,1
Flat,810.0,8000000.0,for sale,"Defence Residency, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,2,2,1
Lower Portion,1125.0,55000.0,for rent,"G-11, Islamabad, Islamabad Capital",2020,2,2,1
Lower Portion,5850.0,140000.0,for rent,"F-11, Islamabad, Islamabad Capital",2015,2,2,1
Flat,495.00000000000006,14000000.0,for sale,"G-10, Islamabad, Islamabad Capital",2020,2,1,3
House,1125.0,53000000.0,for sale,"D-12/1, D-12, Islamabad, Islamabad Capital",2022,5,5,2
House,900.0,33000000.0,for sale,"I-9/4, I-9, Islamabad, Islamabad Capital",1995,4,3,3
House,4500.0,75000000.0,for sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2021,6,7,3
House,2250.0,40000000.0,for sale,"Bani Gala, Islamabad, Islamabad Capital",2024,5,6,2
Upper Portion,3150.0,62000.0,for rent,"Naval Anchorage, Islamabad, Islamabad Capital",2025,3,3,5
Flat,1237.5,21000000.0,for sale,"Smama Star Mall & Residency, Gulberg Greens, Gulberg, Islamabad, Islamabad Capital",2024,3,3,1
Flat,1755.0,22500000.0,for sale,"Al-Safa Heights, F-11 Markaz, F-11, Islamabad, Islamabad Capital",2010,2,2,1
Upper Portion,3150.0,120000.0,for rent,"E-11, Islamabad, Islamabad Capital",2024,6,3,1
House,1350.0,48000000.0,for sale,"G-8/2, G-8, Islamabad, Islamabad Capital",2024,4,4,2
House,1125.0,36500.0,for rent,"Bani Gala, Islamabad, Islamabad Capital",2024,2,3,2
Flat,540.0,6000000.0,for sale,"E-11, Islamabad, Islamabad Capital",2019,1,1,1
House,5850.0,1668000.0,for rent,"F-7, Islamabad, Islamabad Capital",2024,8,7,2
Lower Portion,1575.0,50000.0,for rent,"G-15, Islamabad, Islamabad Capital",2024,2,3,1
Upper Portion,5850.0,160000.0,for rent,"F-11, Islamabad, Islamabad Capital",2024,3,3,1
House,900.0,40000000.0,for sale,"D-12, Islamabad, Islamabad Capital",2025,3,4,1
Upper Portion,2250.0,80000.0,for rent,"G-13, Islamabad, Islamabad Capital",2023,3,3,1
Lower Portion,1575.0,45000.0,for rent,"Pine Villas, D-17, Islamabad, Islamabad Capital",2025,3,3,1
Flat,1575.0,130000.0,for rent,"Bani Gala, Islamabad, Islamabad Capital",2020,2,2,7
House,9000.0,1300000.0,for rent,"F-8, Islamabad, Islamabad Capital",2024,10,7,2
Flat,1755.0,65000000.0,for sale,"Silver Oaks Apartments, F-10, Islamabad, Islamabad Capital",2020,3,3,1
Lower Portion,4500.0,200000.0,for rent,"E-11, Islamabad, Islamabad Capital",2024,3,3,1
Flat,292.5,17000.0,for rent,"DHA Phase 2 - Sector J Commercial Area, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2023,2,1,1
House,2250.0,45000000.0,for sale,"Top City 1 - Block A, Top City 1, Islamabad, Islamabad Capital",2024,5,7,2
House,4500.0,210000.0,for rent,"B-17, Islamabad, Islamabad Capital",2022,6,6,4
Flat,697.5,17000000.0,for sale,"G-11/3, G-11, Islamabad, Islamabad Capital",2014,2,2,1
House,4500.0,59000000.0,for sale,"Naval Anchorage - Block F, Naval Anchorage, Islamabad, Islamabad Capital",2024,4,4,2
House,1125.0,68000.0,for rent,"Bani Gala, Islamabad, Islamabad Capital",2024,4,5,2
House,1350.0,70000.0,for rent,"Soan Garden, Islamabad, Islamabad Capital",2021,3,3,2
Flat,607.5,20000.0,for rent,"E-16/3, E-16, Islamabad, Islamabad Capital",2020,2,2,1
House,1125.0,13500000.0,for sale,"Bani Gala, Islamabad, Islamabad Capital",2025,3,3,1
House,2250.0,38500000.0,for sale,"Top City 1 - Block D, Top City 1, Islamabad, Islamabad Capital",2025,5,6,2
Flat,1440.0,54500000.0,for sale,"Park View City - The Walk Block, Park View City, Islamabad, Islamabad Capital",2024,2,3,1
House,1125.0,25000000.0,for sale,"Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2025,3,4,1
House,1260.0,23500000.0,for sale,"Pakistan Town - Phase 1, Pakistan Town, Islamabad, Islamabad Capital",2024,4,4,2
House,5400.0,230000000.0,for sale,"F-10, Islamabad, Islamabad Capital",1990,5,6,4
Lower Portion,1575.0,45000.0,for rent,"Faisal Town - F-18, Islamabad, Islamabad Capital",2024,2,2,2
House,4500.0,138500000.0,for sale,"DHA Phase 2 - Sector G, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2025,5,5,3
House,4500.0,135000000.0,for sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,5,5,2
Flat,1642.5,11000000.0,for sale,"G-15, Islamabad, Islamabad Capital",2024,2,2,1
House,1350.0,110000.0,for rent,"I-14/2, I-14, Islamabad, Islamabad Capital",2024,5,6,2
House,4500.0,125000000.0,for sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,6,6,3
House,1575.0,35000000.0,for sale,"Jinnah Gardens Phase 1, Jinnah Gardens, FECHS, Islamabad, Islamabad Capital",2025,4,7,2
House,2250.0,45000000.0,for sale,"Top City 1 - Block A, Top City 1, Islamabad, Islamabad Capital",2024,6,6,2
House,5850.0,450000000.0,for sale,"F-7, Islamabad, Islamabad Capital",2025,5,5,4
House,1125.0,100000.0,for rent,"I-11, Islamabad, Islamabad Capital",2020,5,5,2
Flat,2002.5,96000000.0,for sale,"Diplomatic Enclave, Islamabad, Islamabad Capital",2024,2,3,1
Lower Portion,2700.0,75000.0,for rent,"CBR Town, Islamabad, Islamabad Capital",2017,3,3,1
House,3195.0,65000000.0,for sale,"G-15, Islamabad, Islamabad Capital",2015,7,6,1
Flat,1710.0,40000.0,for rent,"Bahria Enclave - Sector C, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2023,3,3,1
Upper Portion,4500.0,110000.0,for rent,"G-13, Islamabad, Islamabad Capital",2024,3,3,3
House,3195.0,115000000.0,for sale,"E-11/3, E-11, Islamabad, Islamabad Capital",2012,7,7,2
House,4500.0,75000000.0,for sale,"DHA Phase 2 - Sector B, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2017,6,6,4
Flat,630.0,10500000.0,for sale,"Zarkon Heights, G-15, Islamabad, Islamabad Capital",2024,1,1,1
Flat,697.5,13200000.0,for sale,"G-11/3, G-11, Islamabad, Islamabad Capital",2016,2,2,2
House,1350.0,85000.0,for rent,"Bani Gala, Islamabad, Islamabad Capital",2023,4,5,1
Flat,3307.5,150000.0,for rent,"F-11/1, F-11, Islamabad, Islamabad Capital",2015,3,3,2
Flat,1260.0,100000.0,for rent,"F-11, Islamabad, Islamabad Capital",2024,3,3,1
House,1125.0,23000000.0,for sale,"MPCHS - Block F, MPCHS - Multi Gardens, B-17, Islamabad, Islamabad Capital",2025,4,4,1
House,2250.0,46700000.0,for sale,"Top City 1, Islamabad, Islamabad Capital",2025,5,6,2
Flat,1395.0,18000000.0,for sale,"E-11, Islamabad, Islamabad Capital",2022,3,3,1
Flat,765.0,44000.0,for rent,"Luxus Mall and Residency, Gulberg Greens - Block B, Gulberg Greens, Gulberg, Islamabad, Islamabad Capital",2024,1,1,1
House,1575.0,95000.0,for rent,"Jinnah Gardens Phase 1, Jinnah Gardens, FECHS, Islamabad, Islamabad Capital",2024,4,6,5
Lower Portion,3195.0,130000.0,for rent,"D-12, Islamabad, Islamabad Capital",2023,3,3,2
Flat,900.0,15000000.0,for sale,"Capital Residencia, Margalla Hills-2, E-11, Islamabad, Islamabad Capital",2024,2,2,1
House,9900.0,125000000.0,for sale,"Bani Gala, Islamabad, Islamabad Capital",2024,5,4,2
House,4500.0,185000.0,for rent,"DHA Phase 2 - Sector J, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,5,6,3
House,1575.0,53000000.0,for sale,"G-14/2, G-14, Islamabad, Islamabad Capital",2024,5,6,2
House,2250.0,200000.0,for rent,"Faisal Town Phase 1 - Block C, Faisal Town Phase 1, Faisal Town - F-18, Islamabad, Islamabad Capital",2024,10,6,1
House,2250.0,42900000.0,for sale,"Top City 1 - Block D, Top City 1, Islamabad, Islamabad Capital",2025,7,7,2
House,3195.0,86000000.0,for sale,"G-9, Islamabad, Islamabad Capital",2022,6,6,3
House,900.0,10500000.0,for sale,"Bani Gala, Islamabad, Islamabad Capital",2024,3,3,1
Flat,1237.5,75000.0,for rent,"Zarkon Heights, G-15, Islamabad, Islamabad Capital",2024,2,2,3
House,2250.0,58000000.0,for sale,"Bahria Enclave - Sector A, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2024,5,5,2
Lower Portion,1507.5,47000.0,for rent,"G-9, Islamabad, Islamabad Capital",2023,2,1,1
House,1125.0,25500000.0,for sale,"Bahria Enclave - Sector B1, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2024,4,5,1
House,2250.0,53500000.0,for sale,"Bahria Enclave - Sector C1, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2025,5,5,4
House,4500.0,114000000.0,for sale,"DHA Phase 2 - Sector H, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2023,8,6,3
Lower Portion,4500.0,120000.0,for rent,"Bahria Enclave - Sector C, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2024,2,3,1
House,1800.0,51000000.0,for sale,"Shehzad Town, Islamabad, Islamabad Capital",2024,5,5,2
Flat,1687.5,13700000.0,for sale,"Bahria Enclave - Sector I, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2022,3,3,1
Upper Portion,4500.0,200000.0,for rent,"E-11, Islamabad, Islamabad Capital",2024,3,3,1
Upper Portion,4950.0,100000.0,for rent,"D-12, Islamabad, Islamabad Capital",2022,2,2,1
House,1575.0,30000000.0,for sale,"Bani Gala, Islamabad, Islamabad Capital",2025,4,6,2
House,4500.0,210000.0,for rent,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,5,6,3
Flat,810.0,140000.0,for rent,"Diplomatic Enclave, Islamabad, Islamabad Capital",2022,1,2,1
Flat,1260.0,16500000.0,for sale,"Gulberg Greens, Gulberg, Islamabad, Islamabad Capital",2022,3,3,1
Flat,337.5,3901000.0,for sale,"F-15 Markaz, F-15, Islamabad, Islamabad Capital",2024,1,1,1
House,1575.0,69000000.0,for sale,"G-13, Islamabad, Islamabad Capital",2025,5,6,2
House,5400.0,1200000.0,for rent,"F-7, Islamabad, Islamabad Capital",2024,6,7,4
Flat,1125.0,40000.0,for rent,"Defence Residency, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,3,3,2
Flat,1350.0,60000.0,for rent,"Zaraj Housing Scheme, Islamabad, Islamabad Capital",1997,2,2,1
Flat,900.0,50000000.0,for sale,"The Centaurus, F-8, Islamabad, Islamabad Capital",2020,2,1,1
House,2250.0,110000000.0,for sale,"I-8, Islamabad, Islamabad Capital",2024,6,6,6
Flat,742.5,7500000.0,for sale,"MPCHS - Block B Extension 1, MPCHS - Multi Gardens, B-17, Islamabad, Islamabad Capital",2024,2,2,1
House,2250.0,53000000.0,for sale,"Bahria Enclave - Sector C1, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2024,5,6,2
House,1575.0,33000000.0,for sale,"Jinnah Gardens Phase 1, Jinnah Gardens, FECHS, Islamabad, Islamabad Capital",2024,5,6,2
Flat,1440.0,19500000.0,for sale,"Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2024,2,2,2
Upper Portion,4500.0,80000.0,for rent,"Bani Gala, Islamabad, Islamabad Capital",2025,4,5,4
House,1125.0,41500000.0,for sale,"G-11, Islamabad, Islamabad Capital",2024,4,4,2
Flat,990.0000000000001,24000.0,for rent,"Ghauri Town Phase 5B, Ghauri Town, Islamabad, Islamabad Capital",2015,2,2,2
Flat,3105.0,650000.0,for rent,"Diplomatic Enclave, Islamabad, Islamabad Capital",2023,3,4,1
Flat,2002.5,160000.0,for rent,"Capital Residencia, Margalla Hills-2, E-11, Islamabad, Islamabad Capital",2015,3,3,1
House,2025.0,43000000.0,for sale,"Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2024,4,5,2
House,2700.0,40000000.0,for sale,"Bani Gala, Islamabad, Islamabad Capital",2023,5,6,2
House,2250.0,39500000.0,for sale,"Top City 1 - Block D, Top City 1, Islamabad, Islamabad Capital",2024,5,6,2
Lower Portion,225.0,225000.0,for rent,"F-11, Islamabad, Islamabad Capital",2010,3,3,2
Flat,787.5,8500000.0,for sale,"Korang Town, Islamabad, Islamabad Capital",2024,2,2,1
House,4500.0,70000000.0,for sale,"Soan Garden, Islamabad, Islamabad Capital",2025,7,6,4
House,2250.0,18000000.0,for sale,"Gulshan-e-Sehat 1, E-18, Islamabad, Islamabad Capital",2024,6,6,4
Lower Portion,4500.0,90000.0,for rent,"G-13, Islamabad, Islamabad Capital",2022,3,4,1
Upper Portion,2250.0,130000.0,for rent,"D-12, Islamabad, Islamabad Capital",2024,3,3,1
Lower Portion,1125.0,67000.0,for rent,"G-11, Islamabad, Islamabad Capital",2023,2,2,1
House,4500.0,135000000.0,for sale,"DHA Phase 2 - Sector G, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,6,6,2
House,1575.0,42500000.0,for sale,"Gulberg Residencia - Block L, Gulberg Residencia, Gulberg, Islamabad, Islamabad Capital",2025,7,6,2
Farm House,22500.0,100000.0,for rent,"Bani Gala, Islamabad, Islamabad Capital",2022,1,3,10
Upper Portion,2250.0,105000.0,for rent,"D-12 Markaz, D-12, Islamabad, Islamabad Capital",2024,3,3,2
House,4500.0,95000000.0,for sale,"Top City 1 - Block B, Top City 1, Islamabad, Islamabad Capital",2025,6,6,3
House,4500.0,900000.0,for rent,"F-7, Islamabad, Islamabad Capital",2024,8,7,2
Upper Portion,2250.0,90000.0,for rent,"G-13, Islamabad, Islamabad Capital",2023,3,3,1
House,1575.0,55000000.0,for sale,"I-9/4, I-9, Islamabad, Islamabad Capital",2024,6,6,2
House,2250.0,44800000.0,for sale,"Top City 1 - Block A, Top City 1, Islamabad, Islamabad Capital",2024,4,6,2
House,4500.0,600000.0,for rent,"F-11, Islamabad, Islamabad Capital",2020,5,5,2
House,4500.0,450000.0,for rent,"F-10, Islamabad, Islamabad Capital",2024,5,5,5
House,3150.0,95000000.0,for sale,"G-9/3, G-9, Islamabad, Islamabad Capital",1990,5,5,3
Upper Portion,2250.0,65000.0,for rent,"Bahria Enclave - Sector C1, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2024,3,3,1
House,4500.0,127500000.0,for sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2025,5,6,3
Lower Portion,2452.5,100000.0,for rent,"E-11, Islamabad, Islamabad Capital",2020,3,3,1
Flat,900.0,28200000.0,for sale,"G-11/4, G-11, Islamabad, Islamabad Capital",2024,2,2,1
House,4500.0,550000.0,for rent,"E-11, Islamabad, Islamabad Capital",2020,7,6,5
House,450.0,7000000.0,for sale,"H-13, Islamabad, Islamabad Capital",2024,5,6,2
House,5400.0,1350000.0,for rent,"F-8/3, F-8, Islamabad, Islamabad Capital",2020,5,5,2
Flat,1192.5,11299999.0,for sale,"NORA Residences, GT Road, Islamabad, Islamabad Capital",2024,2,2,1
House,1800.0,31500000.0,for sale,"Mumtaz City - Chanab Block, Mumtaz City, Islamabad, Islamabad Capital",2024,6,6,2
Flat,1597.5,37500000.0,for sale,"G-11, Islamabad, Islamabad Capital",2024,2,2,1
House,900.0,6500000.0,for sale,"Lehtarar Road, Islamabad, Islamabad Capital",2024,3,3,1
House,3600.0,92500000.0,for sale,"E-11/2, E-11, Islamabad, Islamabad Capital",2015,4,5,2
